year,id,paper,position,answer,infographic_url,question_url
2003,UPSCPRELI2003GS01064,GS1,64,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01064.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01064
2003,UPSCPRELI2003GS01065,GS1,65,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01065.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01065
2003,UPSCPRELI2003GS01066,GS1,66,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01066.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01066
2003,UPSCPRELI2003GS01067,GS1,67,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01067.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01067
2003,UPSCPRELI2003GS01068,GS1,68,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01068.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01068
2003,UPSCPRELI2003GS01069,GS1,69,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01069.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01069
2003,UPSCPRELI2003GS01070,GS1,70,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01070.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01070
2003,UPSCPRELI2003GS01071,GS1,71,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01071.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01071
2003,UPSCPRELI2003GS01072,GS1,72,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01072.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01072
2003,UPSCPRELI2003GS01073,GS1,73,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01073.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01073
2003,UPSCPRELI2003GS01074,GS1,74,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01074.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01074
2003,UPSCPRELI2003GS01075,GS1,75,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01075.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01075
2003,UPSCPRELI2003GS01076,GS1,76,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01076.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01076
2003,UPSCPRELI2003GS01077,GS1,77,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01077.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01077
2003,UPSCPRELI2003GS01078,GS1,78,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01078.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01078
2003,UPSCPRELI2003GS01079,GS1,79,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01079.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01079
2003,UPSCPRELI2003GS01080,GS1,80,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01080.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01080
2003,UPSCPRELI2003GS01081,GS1,81,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01081.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01081
2003,UPSCPRELI2003GS01082,GS1,82,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01082.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01082
2003,UPSCPRELI2003GS01083,GS1,83,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01083.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01083
2003,UPSCPRELI2003GS01084,GS1,84,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01084.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01084
2003,UPSCPRELI2003GS01085,GS1,85,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01085.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01085
2003,UPSCPRELI2003GS01086,GS1,86,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01086.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01086
2003,UPSCPRELI2003GS01087,GS1,87,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01087.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01087
2003,UPSCPRELI2003GS01088,GS1,88,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01088.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01088
2003,UPSCPRELI2003GS01089,GS1,89,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01089.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01089
2003,UPSCPRELI2003GS01090,GS1,90,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01090.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01090
2003,UPSCPRELI2003GS01091,GS1,91,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01091.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01091
2003,UPSCPRELI2003GS01092,GS1,92,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01092.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01092
2003,UPSCPRELI2003GS01093,GS1,93,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01093.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01093
2003,UPSCPRELI2003GS01094,GS1,94,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01094.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01094
2003,UPSCPRELI2003GS01095,GS1,95,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01095.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01095
2003,UPSCPRELI2003GS01096,GS1,96,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01096.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01096
2003,UPSCPRELI2003GS01097,GS1,97,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01097.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01097
2003,UPSCPRELI2003GS01098,GS1,98,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01098.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01098
2003,UPSCPRELI2003GS01099,GS1,99,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01099.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01099
2003,UPSCPRELI2003GS01100,GS1,100,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01100.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01100
2003,UPSCPRELI2003GS01101,GS1,101,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01101.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01101
2003,UPSCPRELI2003GS01102,GS1,102,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01102.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01102
2003,UPSCPRELI2003GS01103,GS1,103,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01103.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01103
2003,UPSCPRELI2003GS01104,GS1,104,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01104.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01104
2003,UPSCPRELI2003GS01105,GS1,105,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01105.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01105
2003,UPSCPRELI2003GS01106,GS1,106,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01106.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01106
2003,UPSCPRELI2003GS01107,GS1,107,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01107.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01107
2003,UPSCPRELI2003GS01108,GS1,108,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01108.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01108
2003,UPSCPRELI2003GS01109,GS1,109,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01109.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01109
2003,UPSCPRELI2003GS01110,GS1,110,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01110.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01110
2003,UPSCPRELI2003GS01111,GS1,111,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01111.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01111
2003,UPSCPRELI2003GS01112,GS1,112,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01112.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01112
2003,UPSCPRELI2003GS01113,GS1,113,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01113.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01113
2003,UPSCPRELI2003GS01114,GS1,114,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01114.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01114
2003,UPSCPRELI2003GS01115,GS1,115,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01115.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01115
2003,UPSCPRELI2003GS01116,GS1,116,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01116.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01116
2003,UPSCPRELI2003GS01117,GS1,117,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01117.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01117
2003,UPSCPRELI2003GS01118,GS1,118,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01118.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01118
2003,UPSCPRELI2003GS01119,GS1,119,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01119.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01119
2003,UPSCPRELI2003GS01120,GS1,120,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01120.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01120
2003,UPSCPRELI2003GS01121,GS1,121,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01121.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01121
2003,UPSCPRELI2003GS01122,GS1,122,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01122.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01122
2003,UPSCPRELI2003GS01123,GS1,123,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01123.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01123
2003,UPSCPRELI2003GS01124,GS1,124,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01124.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01124
2003,UPSCPRELI2003GS01125,GS1,125,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01125.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01125
2003,UPSCPRELI2003GS01126,GS1,126,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01126.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01126
2003,UPSCPRELI2003GS01127,GS1,127,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01127.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01127
2003,UPSCPRELI2003GS01128,GS1,128,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01128.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01128
2003,UPSCPRELI2003GS01129,GS1,129,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01129.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01129
2003,UPSCPRELI2003GS01130,GS1,130,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01130.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01130
2003,UPSCPRELI2003GS01131,GS1,131,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01131.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01131
2003,UPSCPRELI2003GS01132,GS1,132,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01132.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01132
2003,UPSCPRELI2003GS01133,GS1,133,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01133.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01133
2003,UPSCPRELI2003GS01134,GS1,134,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01134.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01134
2003,UPSCPRELI2003GS01135,GS1,135,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01135.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01135
2003,UPSCPRELI2003GS01136,GS1,136,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01136.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01136
2003,UPSCPRELI2003GS01137,GS1,137,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01137.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01137
2003,UPSCPRELI2003GS01138,GS1,138,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01138.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01138
2003,UPSCPRELI2003GS01139,GS1,139,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01139.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01139
2003,UPSCPRELI2003GS01140,GS1,140,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01140.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01140
2003,UPSCPRELI2003GS01141,GS1,141,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01141.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01141
2003,UPSCPRELI2003GS01142,GS1,142,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01142.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01142
2003,UPSCPRELI2003GS01143,GS1,143,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01143.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01143
2003,UPSCPRELI2003GS01144,GS1,144,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01144.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01144
2003,UPSCPRELI2003GS01145,GS1,145,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01145.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01145
2003,UPSCPRELI2003GS01146,GS1,146,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01146.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01146
2003,UPSCPRELI2003GS01147,GS1,147,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01147.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01147
2003,UPSCPRELI2003GS01148,GS1,148,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01148.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01148
2003,UPSCPRELI2003GS01149,GS1,149,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01149.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01149
2003,UPSCPRELI2003GS01150,GS1,150,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2003/UPSCPRELI2003GS01150.webp,https://www.dalvoy.com/upsc/prelims/2003/q/UPSCPRELI2003GS01150
2004,UPSCPRELI2004GS01001,GS1,1,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01001.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01001
2004,UPSCPRELI2004GS01002,GS1,2,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01002.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01002
2004,UPSCPRELI2004GS01003,GS1,3,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01003.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01003
2004,UPSCPRELI2004GS01004,GS1,4,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01004.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01004
2004,UPSCPRELI2004GS01005,GS1,5,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01005.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01005
2004,UPSCPRELI2004GS01006,GS1,6,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01006.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01006
2004,UPSCPRELI2004GS01007,GS1,7,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01007.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01007
2004,UPSCPRELI2004GS01008,GS1,8,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01008.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01008
2004,UPSCPRELI2004GS01009,GS1,9,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01009.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01009
2004,UPSCPRELI2004GS01010,GS1,10,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01010.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01010
2004,UPSCPRELI2004GS01011,GS1,11,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01011.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01011
2004,UPSCPRELI2004GS01012,GS1,12,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01012.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01012
2004,UPSCPRELI2004GS01013,GS1,13,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01013.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01013
2004,UPSCPRELI2004GS01014,GS1,14,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01014.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01014
2004,UPSCPRELI2004GS01015,GS1,15,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01015.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01015
2004,UPSCPRELI2004GS01016,GS1,16,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01016.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01016
2004,UPSCPRELI2004GS01017,GS1,17,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01017.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01017
2004,UPSCPRELI2004GS01018,GS1,18,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01018.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01018
2004,UPSCPRELI2004GS01019,GS1,19,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01019.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01019
2004,UPSCPRELI2004GS01020,GS1,20,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01020.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01020
2004,UPSCPRELI2004GS01021,GS1,21,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01021.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01021
2004,UPSCPRELI2004GS01022,GS1,22,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01022.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01022
2004,UPSCPRELI2004GS01023,GS1,23,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01023.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01023
2004,UPSCPRELI2004GS01024,GS1,24,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01024.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01024
2004,UPSCPRELI2004GS01025,GS1,25,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01025.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01025
2004,UPSCPRELI2004GS01026,GS1,26,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01026.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01026
2004,UPSCPRELI2004GS01027,GS1,27,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01027.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01027
2004,UPSCPRELI2004GS01028,GS1,28,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01028.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01028
2004,UPSCPRELI2004GS01029,GS1,29,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01029.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01029
2004,UPSCPRELI2004GS01030,GS1,30,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/2004/UPSCPRELI2004GS01030.webp,https://www.dalvoy.com/upsc/prelims/2004/q/UPSCPRELI2004GS01030
